business_id,year,month,day,hour,minute,second
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,17,6,54,39
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,18,3,23,58
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,20,2,36,26
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,20,3,47,38
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,23,0,39,24
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,26,21,51,39
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,27,18,21,22
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,27,19,59,5
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,27,20,16,58
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,27,20,17,28
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,28,17,23,8
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,28,17,56,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,28,20,32,49
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,29,19,23,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,29,20,5,58
-wCtRhzWJ40Z4F8mmg7kWg,2017,5,29,20,6,32
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,1,23,10,51
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,3,4,24,43
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,4,2,52,8
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,4,6,19,21
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,4,8,25,12
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,4,18,44,48
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,6,2,19,28
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,8,19,28,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,9,0,59,0
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,13,1,24,22
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,14,3,2,48
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,15,0,0,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,15,4,34,45
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,16,1,29,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,16,1,37,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,17,20,9,6
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,20,0,33,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,20,0,37,43
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,20,6,3,3
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,22,1,55,6
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,22,23,0,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,23,0,12,59
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,23,14,39,57
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,23,17,15,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,24,15,40,8
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,1,44,7
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,4,20,14
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,4,20,48
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,4,36,51
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,5,1,33
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,14,24,7
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,17,37,32
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,17,38,4
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,18,31,37
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,25,18,58,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,26,12,15,27
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,26,20,46,52
-wCtRhzWJ40Z4F8mmg7kWg,2017,6,27,2,11,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,1,17,55,56
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,3,2,21,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,3,19,43,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,3,20,26,45
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,3,21,18,29
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,3,23,56,52
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,4,1,52,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,4,4,8,0
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,4,19,37,20
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,4,21,46,30
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,6,21,4,0
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,7,5,24,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,9,2,55,25
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,9,2,55,34
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,9,22,5,28
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,11,3,21,2
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,12,23,56,29
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,14,0,35,8
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,14,1,3,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,14,1,3,54
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,14,2,39,15
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,14,20,34,54
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,16,2,8,12
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,18,6,17,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,21,22,43,0
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,22,1,49,8
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,23,19,2,27
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,24,16,34,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,25,5,31,35
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,25,6,7,51
-wCtRhzWJ40Z4F8mmg7kWg,2017,7,28,0,31,24
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,1,2,18,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,5,2,44,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,2,18,46
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,3,47,5
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,4,36,7
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,16,1,58
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,17,56,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,20,11,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,20,58,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,6,22,48,11
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,8,3,28,45
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,8,4,52,33
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,8,22,33,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,10,21,3,16
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,11,4,52,35
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,11,20,13,21
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,12,20,51,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,13,1,59,26
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,13,2,8,22
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,14,21,32,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,15,3,30,12
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,15,19,44,38
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,16,21,15,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,17,2,32,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,17,2,33,9
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,20,18,53,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,20,20,40,47
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,20,23,17,43
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,23,0,49,19
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,26,17,27,33
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,27,20,9,20
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,28,19,42,57
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,28,21,30,29
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,29,19,35,39
-wCtRhzWJ40Z4F8mmg7kWg,2017,8,29,21,37,58
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,3,20,29,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,4,3,13,22
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,4,19,3,26
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,5,1,57,39
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,7,3,18,16
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,8,3,7,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,14,1,9,17
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,14,3,45,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,20,19,14,53
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,22,7,38,26
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,23,2,11,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,23,22,8,17
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,23,23,21,52
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,24,20,38,38
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,25,3,30,32
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,26,3,21,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,26,5,5,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,26,5,53,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,27,4,15,4
-wCtRhzWJ40Z4F8mmg7kWg,2017,9,30,2,23,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,1,1,55,13
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,7,20,48,44
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,7,21,13,1
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,8,17,46,18
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,8,22,50,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,12,2,1,34
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,14,17,11,4
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,14,18,18,42
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,15,23,17,36
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,16,3,17,2
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,20,14,10,32
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,21,7,22,39
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,22,14,11,24
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,23,2,59,54
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,24,3,22,17
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,25,4,32,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,28,20,13,19
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,28,21,3,23
-wCtRhzWJ40Z4F8mmg7kWg,2017,10,31,21,10,20
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,4,6,2,33
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,5,19,54,14
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,5,22,54,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,12,0,5,50
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,12,23,33,11
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,15,21,37,28
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,16,3,14,34
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,19,4,10,31
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,24,0,4,10
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,24,5,35,5
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,25,19,35,44
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,26,19,49,44
-wCtRhzWJ40Z4F8mmg7kWg,2017,11,29,0,56,21
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,3,21,12,40
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,9,17,57,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,9,22,26,41
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,10,17,59,57
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,11,8,7,21
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,13,3,18,27
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,16,3,33,2
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,16,3,45,6
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,17,18,31,59
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,18,12,26,9
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,24,20,3,3
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,25,17,50,48
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,28,2,6,54
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,29,1,27,37
-wCtRhzWJ40Z4F8mmg7kWg,2017,12,29,22,18,39
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,6,3,30,17
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,7,21,45,10
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,10,8,1,1
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,11,2,45,54
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,12,22,47,29
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,17,6,2,55
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,17,17,2,23
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,20,18,46,30
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,20,21,52,5
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,20,22,21,49
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,21,3,42,44
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,21,7,41,51
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,21,18,49,6
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,22,5,0,40
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,24,1,7,53
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,27,19,20,34
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,28,19,37,19
-wCtRhzWJ40Z4F8mmg7kWg,2018,1,29,2,50,19
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,3,8,20,20
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,4,5,40,43
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,4,18,53,22
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,8,19,52,9
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,9,2,15,39
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,10,1,55,39
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,11,5,21,21
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,11,22,34,17
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,14,7,15,57
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,16,1,23,40
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,17,22,28,11
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,18,20,14,9
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,18,20,45,7
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,18,21,12,20
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,19,2,33,39
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,19,4,45,44
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,24,20,31,39
-wCtRhzWJ40Z4F8mmg7kWg,2018,2,28,2,16,47
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,1,23,4,16
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,2,6,35,12
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,3,20,25,56
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,4,19,12,52
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,6,3,21,20
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,11,19,33,4
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,12,4,47,53
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,16,3,14,4
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,19,4,42,58
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,20,5,40,51
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,21,2,58,17
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,24,5,23,22
-wCtRhzWJ40Z4F8mmg7kWg,2018,3,26,2,6,15
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,2,1,53,59
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,6,19,23,16
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,7,1,19,53
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,7,4,19,52
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,11,4,20,56
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,12,1,58,34
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,12,3,25,33
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,12,3,55,34
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,12,22,35,27
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,14,1,42,8
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,14,17,29,10
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,15,3,38,14
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,18,21,2,38
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,21,2,27,17
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,21,2,31,54
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,22,21,35,11
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,29,18,7,21
-wCtRhzWJ40Z4F8mmg7kWg,2018,4,29,18,26,56
-wCtRhzWJ40Z4F8mmg7kWg,2018,5,2,2,26,41
-wCtRhzWJ40Z4F8mmg7kWg,2018,5,3,19,13,21
-wCtRhzWJ40Z4F8mmg7kWg,2018,5,3,23,59,19
-wCtRhzWJ40Z4F8mmg7kWg,2018,5,5,19,38,1
