business_id,year,month,day,hour,minute,second
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,8,0,57,7
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,8,23,37,22
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,12,2,10,32
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,18,0,12,20
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,23,2,31,29
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,23,21,58,57
Qa4eXuZ1IFPwnVXJcpZWtw,2019,1,24,4,17,25
Qa4eXuZ1IFPwnVXJcpZWtw,2019,3,2,5,14,7
Qa4eXuZ1IFPwnVXJcpZWtw,2019,3,3,2,40,53
Qa4eXuZ1IFPwnVXJcpZWtw,2019,3,6,1,22,12
Qa4eXuZ1IFPwnVXJcpZWtw,2019,3,29,16,4,15
Qa4eXuZ1IFPwnVXJcpZWtw,2019,3,29,23,7,45
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,4,21,50,56
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,5,0,24,7
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,17,0,16,0
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,19,23,9,55
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,21,20,31,20
Qa4eXuZ1IFPwnVXJcpZWtw,2019,4,24,2,15,35
Qa4eXuZ1IFPwnVXJcpZWtw,2019,5,26,0,24,8
Qa4eXuZ1IFPwnVXJcpZWtw,2019,6,5,0,20,28
Qa4eXuZ1IFPwnVXJcpZWtw,2019,6,6,1,55,17
Qa4eXuZ1IFPwnVXJcpZWtw,2019,6,13,0,48,5
Qa4eXuZ1IFPwnVXJcpZWtw,2019,8,20,2,26,26
Qa4eXuZ1IFPwnVXJcpZWtw,2019,8,21,2,16,59
Qa4eXuZ1IFPwnVXJcpZWtw,2019,8,24,2,2,29
Qa4eXuZ1IFPwnVXJcpZWtw,2019,8,25,18,46,33
Qa4eXuZ1IFPwnVXJcpZWtw,2019,10,1,2,16,40
Qa4eXuZ1IFPwnVXJcpZWtw,2019,10,17,23,52,21
Qa4eXuZ1IFPwnVXJcpZWtw,2019,10,20,18,23,23
Qa4eXuZ1IFPwnVXJcpZWtw,2019,10,27,17,19,9
Qa4eXuZ1IFPwnVXJcpZWtw,2019,10,28,21,29,37
Qa4eXuZ1IFPwnVXJcpZWtw,2019,11,7,4,48,39
Qa4eXuZ1IFPwnVXJcpZWtw,2019,11,8,2,36,11
Qa4eXuZ1IFPwnVXJcpZWtw,2019,11,21,1,49,44
Qa4eXuZ1IFPwnVXJcpZWtw,2019,12,1,1,39,53
Qa6JB5oJr6w9vjab5P1eMA,2010,9,11,19,34,0
Qa6JB5oJr6w9vjab5P1eMA,2011,7,9,20,23,25
Qa6JB5oJr6w9vjab5P1eMA,2011,7,13,0,46,5
Qa6JB5oJr6w9vjab5P1eMA,2011,7,14,18,5,25
Qa6JB5oJr6w9vjab5P1eMA,2011,7,29,1,7,19
Qa6JB5oJr6w9vjab5P1eMA,2011,12,17,0,53,27
Qa6JB5oJr6w9vjab5P1eMA,2012,3,6,0,35,28
Qa6JB5oJr6w9vjab5P1eMA,2012,3,6,2,32,58
Qa6JB5oJr6w9vjab5P1eMA,2012,4,14,20,39,9
Qa6JB5oJr6w9vjab5P1eMA,2012,5,10,1,5,22
Qa6JB5oJr6w9vjab5P1eMA,2012,6,6,0,58,51
Qa6JB5oJr6w9vjab5P1eMA,2012,6,6,0,59,47
Qa6JB5oJr6w9vjab5P1eMA,2012,10,21,2,39,29
Qa6JB5oJr6w9vjab5P1eMA,2012,11,10,19,1,51
Qa6JB5oJr6w9vjab5P1eMA,2013,2,2,20,25,34
Qa6JB5oJr6w9vjab5P1eMA,2013,2,3,1,4,9
Qa6JB5oJr6w9vjab5P1eMA,2013,9,8,1,2,46
Qa6JB5oJr6w9vjab5P1eMA,2013,9,8,4,22,51
Qa6JB5oJr6w9vjab5P1eMA,2013,9,29,0,52,50
Qa6JB5oJr6w9vjab5P1eMA,2014,9,20,0,22,24
Qa6JB5oJr6w9vjab5P1eMA,2014,12,2,17,58,32
Qa6JB5oJr6w9vjab5P1eMA,2014,12,4,0,20,33
Qa6JB5oJr6w9vjab5P1eMA,2015,11,19,0,30,46
Qa6JB5oJr6w9vjab5P1eMA,2016,11,17,0,34,23
Qa6JB5oJr6w9vjab5P1eMA,2016,12,14,1,14,46
Qa6JB5oJr6w9vjab5P1eMA,2018,4,4,1,41,53
Qa7dMfFeFA9gymyUune1ow,2012,7,2,20,58,34
Qa7dMfFeFA9gymyUune1ow,2012,7,6,22,55,56
Qa7dMfFeFA9gymyUune1ow,2015,11,2,0,8,9
Qa7dMfFeFA9gymyUune1ow,2016,5,14,19,20,14
Qa7dMfFeFA9gymyUune1ow,2016,7,2,19,19,14
Qa7dMfFeFA9gymyUune1ow,2017,4,15,17,10,59
Qa9kJ7Bm3jWmMDN61vcrIA,2012,9,17,2,36,23
Qa9kJ7Bm3jWmMDN61vcrIA,2012,10,22,3,19,23
Qa9kJ7Bm3jWmMDN61vcrIA,2013,2,10,21,50,20
Qa9kJ7Bm3jWmMDN61vcrIA,2013,2,10,22,13,18
Qa9kJ7Bm3jWmMDN61vcrIA,2013,5,19,3,26,13
Qa9kJ7Bm3jWmMDN61vcrIA,2014,1,1,5,54,9
Qa9kJ7Bm3jWmMDN61vcrIA,2014,3,20,17,49,11
Qa9kJ7Bm3jWmMDN61vcrIA,2014,3,21,17,32,17
Qa9kJ7Bm3jWmMDN61vcrIA,2014,3,25,17,16,59
Qa9kJ7Bm3jWmMDN61vcrIA,2014,10,26,1,59,18
Qa9kJ7Bm3jWmMDN61vcrIA,2015,8,15,3,42,21
Qa9kJ7Bm3jWmMDN61vcrIA,2015,10,15,4,5,29
Qa9kJ7Bm3jWmMDN61vcrIA,2016,3,12,4,58,45
Qa9kJ7Bm3jWmMDN61vcrIA,2016,3,12,4,59,4
Qa9kJ7Bm3jWmMDN61vcrIA,2016,8,9,2,29,2
Qa9kJ7Bm3jWmMDN61vcrIA,2018,5,15,2,18,15
Qa9kJ7Bm3jWmMDN61vcrIA,2018,11,15,3,15,57
Qa9kJ7Bm3jWmMDN61vcrIA,2019,12,2,3,25,50
QaAi6wz57AwC6WLAeuHkUw,2017,9,10,23,39,52
QaAi6wz57AwC6WLAeuHkUw,2018,8,19,23,55,43
QaAqQrXtRos41ume7tgVMQ,2010,6,21,18,39,5
QaAqQrXtRos41ume7tgVMQ,2010,9,30,19,30,14
QaAqQrXtRos41ume7tgVMQ,2010,10,1,17,46,15
QaAqQrXtRos41ume7tgVMQ,2010,11,1,20,38,24
QaAqQrXtRos41ume7tgVMQ,2011,1,10,19,51,55
QaAqQrXtRos41ume7tgVMQ,2011,1,10,20,2,34
QaAqQrXtRos41ume7tgVMQ,2011,3,10,18,33,30
QaAqQrXtRos41ume7tgVMQ,2011,3,19,16,48,34
QaAqQrXtRos41ume7tgVMQ,2011,4,6,15,24,1
QaAqQrXtRos41ume7tgVMQ,2011,6,28,19,42,0
QaAqQrXtRos41ume7tgVMQ,2011,7,1,20,1,45
QaAqQrXtRos41ume7tgVMQ,2011,9,12,15,53,9
QaAqQrXtRos41ume7tgVMQ,2011,9,19,22,10,28
QaAqQrXtRos41ume7tgVMQ,2011,9,26,18,57,0
QaAqQrXtRos41ume7tgVMQ,2012,6,6,15,1,8
QaAqQrXtRos41ume7tgVMQ,2012,6,8,19,30,54
QaAqQrXtRos41ume7tgVMQ,2012,6,30,17,11,40
QaAqQrXtRos41ume7tgVMQ,2012,8,4,18,12,27
QaAqQrXtRos41ume7tgVMQ,2012,8,25,18,54,37
QaAqQrXtRos41ume7tgVMQ,2012,11,1,23,34,12
QaAqQrXtRos41ume7tgVMQ,2012,11,28,18,55,6
QaAqQrXtRos41ume7tgVMQ,2012,12,12,19,14,56
QaAqQrXtRos41ume7tgVMQ,2012,12,26,17,52,12
QaAqQrXtRos41ume7tgVMQ,2013,2,5,22,27,22
QaAqQrXtRos41ume7tgVMQ,2013,3,29,20,29,9
QaAqQrXtRos41ume7tgVMQ,2013,11,15,17,44,59
QaAqQrXtRos41ume7tgVMQ,2013,11,20,15,32,21
QaAqQrXtRos41ume7tgVMQ,2014,1,4,17,56,53
QaAqQrXtRos41ume7tgVMQ,2014,4,11,18,38,33
QaAqQrXtRos41ume7tgVMQ,2015,2,14,16,46,0
QaAqQrXtRos41ume7tgVMQ,2015,5,5,20,18,48
QaAqQrXtRos41ume7tgVMQ,2015,7,17,21,26,50
QaAqQrXtRos41ume7tgVMQ,2017,3,4,18,52,48
QaAqQrXtRos41ume7tgVMQ,2018,8,2,15,33,15
QaAqQrXtRos41ume7tgVMQ,2019,2,1,23,13,2
QaAqQrXtRos41ume7tgVMQ,2019,3,22,23,5,16
QaAuPHZlcmNj-XY3g6zm8A,2013,6,29,17,54,18
QaAuPHZlcmNj-XY3g6zm8A,2015,3,18,21,59,24
QaAuPHZlcmNj-XY3g6zm8A,2016,8,27,15,36,26
QaAuPHZlcmNj-XY3g6zm8A,2016,11,12,15,21,7
QaAuPHZlcmNj-XY3g6zm8A,2017,4,5,20,11,29
QaBIJEqr8hGzzd1zQeJqZQ,2015,10,28,16,17,34
QaBIJEqr8hGzzd1zQeJqZQ,2015,10,31,16,40,38
QaBIJEqr8hGzzd1zQeJqZQ,2018,3,13,22,29,22
QaBIJEqr8hGzzd1zQeJqZQ,2018,4,28,16,33,48
QaBIJEqr8hGzzd1zQeJqZQ,2019,1,24,17,13,0
QaBIJEqr8hGzzd1zQeJqZQ,2019,6,29,14,24,10
QaBbf5wzg4r6hQfOQAagww,2012,3,19,13,32,1
QaBbf5wzg4r6hQfOQAagww,2012,3,26,11,30,56
QaBbf5wzg4r6hQfOQAagww,2012,3,29,20,46,5
QaBbf5wzg4r6hQfOQAagww,2012,4,30,20,29,1
QaBbf5wzg4r6hQfOQAagww,2012,5,24,21,16,13
QaBbf5wzg4r6hQfOQAagww,2013,4,19,10,26,0
