business_id,year,month,day,hour,minute,second
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,18,30,44
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,18,45,0
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,19,49,10
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,20,1,18
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,20,17,23
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,21,7,27
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,21,29,48
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,21,47,2
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,22,32,58
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,22,56,19
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,23,20,32
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,23,22,6
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,23,39,15
JmI9nslLD7KZqRr__Bg6NQ,2017,4,7,23,39,35
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,0,46,24
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,0,48,51
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,1,39,59
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,1,48,43
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,7,46
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,13,25
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,13,32
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,16,14
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,19,29
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,2,28,12
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,4,21,37
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,4,50,36
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,5,4,50
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,6,23,44
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,7,30,57
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,13,17,11
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,13,24,42
JmI9nslLD7KZqRr__Bg6NQ,2017,4,8,13,47,59
